,x,y,z,r,g,b,inlinear_idx
41,0.32957568257719344,0.6842766061229186,1.721089116385739,2.5,75.5,37.0,101.0
42,0.1594149974053506,0.004732847763362122,1.3940841886298478,13.5,118.5,118.5,103.0
43,0.12061465577325178,-0.10659191936127999,1.2820116769505223,5.0,0.5,9.0,106.0
44,0.021809590661985106,0.40752261395213674,1.1138089527416204,89.5,40.0,123.5,107.0
45,1.2000782803016987,1.1588175639704499,3.541944708837446,83.5,32.0,116.5,108.0
46,-0.024483557250512458,0.007713831470528984,1.0132859006778208,104.5,117.5,86.0,110.0
47,0.08468234312279402,0.35970770013521514,1.2721197128570232,93.0,41.0,121.5,112.0
48,0.19883608550568388,0.5207578542281113,1.4778522027943468,119.0,57.0,9.5,119.0
49,1.7216810598666645,1.3544106376793406,4.661628953848981,118.0,63.5,17.0,121.0
50,-0.007892515404433675,0.32939550711650945,1.0724745878671909,88.5,41.5,1.5,122.0
51,0.8644573025011336,0.9815534897301301,2.837584736399578,121.0,65.5,21.5,123.0
52,0.06929975329346519,0.466530775156869,1.202042129694944,74.5,12.5,99.5,126.0
53,0.7578763552587057,1.0382206173683848,2.5771323453921178,89.5,41.0,1.5,127.0
54,0.011524079259316214,0.3917684993128208,1.0961698599558898,3.5,76.0,31.5,130.0
55,0.2937462910466276,0.696802971396789,1.6357844902727208,121.0,69.0,23.5,131.0
56,0.08465140802388256,0.01448021082221958,1.2372307757798742,29.5,14.0,17.0,132.0
57,0.4952380334199394,0.7813769250845733,2.064187937276905,111.0,54.5,7.5,135.0
58,0.10517899200614887,-0.1366799635960958,1.24263407574121,9.0,5.0,4.0,137.0
59,0.7748189286756578,1.0543638491049538,2.609588107786581,79.5,31.0,120.5,138.0
60,0.06401502006894212,0.3368715669923936,1.2332801444983785,119.0,60.5,14.5,140.0
61,-0.020499785577364364,0.26452292924284865,1.0658879151214784,111.5,62.0,27.0,143.0
62,0.18250638997259855,-0.013836374616945367,1.441376465640695,28.5,17.0,22.0,144.0
63,0.224664664683836,0.3643483563065635,1.5888816228243576,92.0,35.0,110.0,145.0
64,0.1179822757391136,-0.05367473180814279,1.2894107011430722,34.5,10.5,8.5,146.0
65,0.15031345676651342,1.0518111849957635e-05,1.3736926949713482,22.0,10.0,14.0,148.0
66,0.4880338492717878,0.7730890559824968,2.0513649655418114,103.0,49.0,5.0,149.0
67,0.19379404742213013,0.5668119588816782,1.451359509055872,110.0,55.0,8.5,150.0
68,0.07720315396867602,0.4651935639240382,1.220493979313103,120.5,62.5,16.0,151.0
69,0.1609622840168802,0.5540713614479914,1.381635537278381,101.5,49.5,1.0,153.0
70,0.06401502006894212,0.3368715669923936,1.2332801444983785,119.0,60.5,14.5,155.0
71,0.25967958160426097,-0.12798737664012877,1.5842357618807386,55.5,36.0,33.5,157.0
72,0.28387612705001064,-0.23197411260397202,1.6179352218629484,126.0,70.0,48.5,159.0
73,-0.02471139356708002,0.015568799423767902,1.0148256656418446,106.5,111.0,87.0,160.0
74,0.45130286497974126,0.7853038840169985,1.9640009544553263,108.0,54.5,9.0,163.0
75,1.0288222533053635,1.1193785955387738,3.164294232950202,113.5,59.0,11.5,164.0
76,0.11149406191796941,0.4232877600887793,1.3119068113698757,95.0,38.0,115.5,165.0
77,1.6905085193198224,1.4662380110058475,4.552418738730702,52.5,0.0,83.0,166.0
78,0.07720315396867602,0.4651935639240382,1.220493979313103,120.5,62.5,16.0,167.0
79,0.02428551564710446,0.4054215535686557,1.120472916819155,2.5,79.0,36.5,168.0
80,0.2673893024510472,0.6659442382302223,1.5861942865876861,115.0,63.0,22.0,172.0
81,0.05957085543104756,-0.1197935037253022,1.1512189490309632,65.5,39.0,28.0,173.0
82,0.15359858608951943,0.013023443300392712,1.3828554080896827,25.0,12.0,17.5,174.0
83,0.20343852757649847,0.08936285108161739,1.5133437355864707,35.0,15.5,19.5,175.0
84,0.6727194065173834,0.8492807748265789,2.4464817723236765,118.5,59.5,13.5,176.0
85,0.2892088105882184,0.6941873899575741,1.6261205547424709,12.0,84.5,43.0,178.0
86,0.11157241436909066,0.4738023488690065,1.296042488923541,18.5,93.0,44.5,179.0
87,0.16936285355512617,-0.042619867430878096,1.4030569974333484,28.5,9.5,9.0,180.0
88,0.049619813953406734,-0.017540540779494313,1.1550627646566227,52.5,70.0,61.0,182.0
89,0.01595518423692613,-0.04952998406235651,1.078160570092134,12.5,5.5,17.0,184.0
90,0.1594149974053506,0.004732847763362122,1.3940841886298478,13.5,118.5,118.5,187.0
91,0.24059476761084295,0.5866970140240805,1.551309863408758,118.5,60.0,16.0,189.0
92,0.7413001656221839,0.8856285122115105,2.5891975475512283,102.0,49.5,3.5,190.0
93,0.16580109674531934,0.554453172767946,1.3921994360812042,101.5,49.5,9.5,191.0
94,0.13927998808364736,0.49934487857127713,1.3501934680049241,113.5,59.0,15.0,192.0
95,0.1581826018860039,-0.08512392079853297,1.3683233866067335,10.5,117.0,113.0,195.0
96,0.06198644851788782,0.4355185917599315,1.196199206305918,104.5,50.0,7.5,199.0
97,0.19379404742213013,0.5668119588816782,1.451359509055872,110.0,55.0,8.5,200.0
98,0.7630822989152316,1.0377456914126342,2.588612634416663,1.5,78.5,41.0,201.0
99,0.29149297846740957,0.6432840868774483,1.648076769073553,111.0,58.0,15.0,202.0
100,0.018857470265799644,0.39783855206464636,1.110287962492498,93.0,43.5,4.5,204.0
101,0.046395220435506215,0.4173208941298906,1.1664371397251136,115.5,60.0,20.5,205.0
102,0.05889241453698867,0.3323761974192461,1.2228302921060143,22.5,95.5,42.0,206.0
103,0.04327338980630069,0.4222814046843886,1.157830833483746,5.0,80.0,37.0,207.0
104,-0.009880777566417217,0.32682847818451727,1.0685694216459063,79.0,30.5,118.0,210.0
105,0.20985514803473812,0.5765335287477639,1.4846520304805957,21.5,94.5,46.5,215.0
106,-0.01859217470789712,-0.04349737007936205,1.0115132183244808,12.5,7.5,7.0,217.0
107,0.1041521924353552,0.041412808141826005,1.283880348923183,12.0,124.5,0.0,220.0
108,0.1960279391431106,0.5526206169738955,1.461342830310162,121.5,71.0,29.0,224.0
109,0.5181162756869722,0.7601616954832794,2.1222814583740557,104.0,47.5,125.5,227.0
110,0.21223084528779948,0.5809615246857857,1.488805971516219,113.5,56.0,10.0,232.0
111,0.25666167453075966,0.5767211578916468,1.5905150673558521,105.5,54.5,12.5,235.0
112,0.006485381457230273,0.003898549648866218,1.0737964368453936,110.5,114.5,93.0,239.0
113,0.0664942602659835,0.4992481235065516,1.184709728667113,1.0,74.5,31.0,240.0
114,0.3553508247151649,0.6854586472574484,1.7791667729964322,120.0,64.0,16.5,241.0
115,0.11465005890039444,-0.13660568750853627,1.261825003416142,54.0,21.0,8.0,242.0
116,0.7122120930362745,0.9276239934496676,2.509656115283389,106.5,51.0,7.0,243.0
117,-0.02609689662734531,-0.03129432332441288,1.0001073207494187,5.5,1.0,0.5,245.0
118,0.035809101703228055,0.38312754648893255,1.1539720029228702,93.0,39.0,117.5,247.0
119,0.07668638364995028,0.45043666670767096,1.223994900916895,113.5,61.0,17.5,248.0
120,0.02693676109412273,-0.06003646462021633,1.0979326535089808,50.0,64.0,57.0,249.0
121,0.20048729709820123,0.5908359609254921,1.4585158407240228,105.5,52.5,14.0,253.0
122,0.1334147115761409,0.5116456576984821,1.3325372634060442,107.5,51.0,7.5,254.0
123,0.24958031688547588,0.587042580648108,1.5716789906463016,120.0,65.5,20.0,256.0
124,0.07500570784511826,0.3604709823598951,1.2501240601052102,99.5,44.5,125.0,257.0
125,0.738778352302671,0.8155486274690821,2.6058118646085995,115.5,59.5,16.5,258.0
126,0.19171983190962075,0.5356364890724308,1.4570864595506559,112.5,55.5,6.0,259.0
127,-0.014622078032338089,0.34097324099997023,1.0537780910586765,87.0,36.5,123.5,261.0
128,0.09845369511106847,0.16530894726321174,1.3040923137847444,30.5,12.5,9.5,262.0
129,0.1818045481518983,0.6021027717254973,1.4130483942303158,100.0,47.0,126.0,267.0
130,0.3215314623349343,0.6732408717964549,1.706396170587406,106.0,56.5,17.5,271.0
131,0.04327338980630069,0.4222814046843886,1.157830833483746,5.0,80.0,37.0,276.0
132,0.033457472363390826,0.40419164296078497,1.141988949561745,7.5,81.5,41.0,277.0
133,0.15359858608951943,0.013023443300392712,1.3828554080896827,25.0,12.0,17.5,278.0
134,0.3291171088562746,0.6807087850481129,1.720893429537197,100.5,50.0,8.0,279.0
135,0.02566705344863312,0.39217837853207915,1.1290299306692855,87.0,37.5,124.0,280.0
136,0.10566093294634649,0.5020682238644544,1.27329230923124,121.5,69.5,26.0,282.0
137,0.05341589218938632,0.42614450525444975,1.179288990958661,102.0,54.5,10.5,288.0
138,0.09635377536785128,0.03967664192987257,1.2670382566256395,19.5,3.5,4.5,289.0
139,0.039274575027878,-0.07203762018763903,1.1196330745513676,43.0,78.5,69.0,291.0
140,0.1609622840168802,0.5540713614479914,1.381635537278381,101.5,49.5,1.0,296.0
141,0.18909632013261196,0.5751668370678836,1.4379562500114922,110.5,60.0,16.0,297.0
142,0.18946533274639907,0.577621975708908,1.4385331712015348,9.5,86.0,40.5,298.0
143,0.09258582621119456,0.17159639047805184,1.2919843764246277,5.5,117.0,94.5,302.0
144,0.14557396975191259,0.05969338512098187,1.3779214819151673,19.0,0.0,127.5,303.0
145,0.18333511500298685,0.08753669835512952,1.467484685710596,28.5,3.5,4.5,304.0
146,0.1109179471196359,0.5094455963596156,1.2826896534851324,92.0,39.5,123.0,305.0
147,-0.019075262362697538,0.011363463223300408,1.0241327679394683,100.5,113.0,80.5,306.0
148,0.03980769228139146,0.38718104237086587,1.1611624635061244,102.0,48.5,0.5,308.0
149,0.26478757952872156,0.5354470693864288,1.6228749369354265,118.5,62.5,16.0,311.0
150,0.06375542988087995,0.43316970846763553,1.200629702166537,111.5,56.0,15.0,314.0
151,-0.003249971147823017,-0.04244130846967699,1.0420339376790193,13.0,8.0,7.5,316.0
152,0.4086211816066659,0.6884978426073521,1.8986213549981872,112.0,58.0,10.0,317.0
153,0.05688202437525118,0.08015783875744917,1.1945071499296311,27.5,10.5,6.0,318.0
154,0.3912204904485348,0.6879070315267622,1.8595341140251165,13.5,85.0,33.5,319.0
155,0.0457392574610713,0.44331872576218995,1.1568308957326034,115.0,59.0,16.0,324.0
156,-0.012762136932618268,0.010336582306371803,1.0367336854221303,120.5,125.5,103.0,325.0
157,0.10782976464179772,-0.13958574306203794,1.2479044411269897,111.5,56.0,29.5,328.0
158,0.09924627442769227,0.025864893035590798,1.2696037474700466,24.0,2.5,4.0,329.0
159,0.23596080553553658,0.6171464136431116,1.5306017924712505,120.0,68.0,28.5,331.0
160,-0.014622078032338089,0.34097324099997023,1.0537780910586765,87.0,36.5,123.5,332.0
161,0.06776228347454548,0.5021490390996278,1.186647936002333,88.5,38.0,126.0,333.0
162,0.012032751420327765,0.28381386221013444,1.1331281141462994,91.5,38.0,119.0,334.0
163,0.8237786486067497,1.2624442909228857,2.6525421414230417,96.0,42.5,125.5,335.0
164,-0.020113576987253648,0.34397014086038447,1.0402089849340648,91.5,42.5,0.5,337.0
165,0.17924809389622617,0.5666401763466256,1.41842272098691,17.0,95.0,48.0,339.0
166,0.23693973147497913,0.5943209131234345,1.540603789900677,122.0,72.0,31.0,340.0
167,0.5734291370356989,0.9576842994482656,2.184465677201196,123.5,72.0,39.0,343.0
168,0.5110859877274853,0.8193271778799558,2.089365362333263,125.0,70.0,22.5,345.0
169,0.2832546664471593,0.6880063316719206,1.6148326239468742,125.0,69.5,28.0,346.0
170,0.033457472363390826,0.40419164296078497,1.141988949561745,7.5,81.5,41.0,347.0
171,0.1825174769832992,0.6064166820252356,1.4132630602385945,102.5,48.0,1.5,349.0
172,0.5703443637774942,0.6159801828457591,2.290814230394342,63.5,7.5,86.5,351.0
173,0.07118457899797877,0.07802608029500936,1.2236917301197103,23.5,7.5,2.5,353.0
174,0.02772274404910112,0.10360909400617375,1.1415343568629694,26.0,2.0,1.5,354.0
175,0.03611764328364874,0.38501574326513444,1.1540742026861568,114.5,57.0,10.5,356.0
176,0.1214657714584574,0.4800082991822576,1.3158467835959478,9.0,79.5,29.5,357.0
177,0.014165899224305915,0.4039965310241926,1.0981767431477776,104.0,48.0,127.0,359.0
178,0.07735197629023167,0.0456443829313873,1.2283974272772507,16.5,124.0,121.0,362.0
179,1.3113003898711793,1.7173510672564187,3.608260308476043,107.5,60.0,23.0,364.0
180,0.031685778508236985,-0.025234474102435768,1.1173563372688335,12.0,7.0,19.0,371.0
181,0.1430489822999013,0.5192589551615485,1.3525224720673688,112.5,57.0,17.0,372.0
182,0.031685778508236985,-0.025234474102435768,1.1173563372688335,12.0,7.0,19.0,375.0
183,0.19382607912781105,0.5839977301280711,1.4462046280690761,116.0,64.0,17.0,376.0
184,0.14992137702042935,0.06304543555962952,1.3878856047340364,29.0,7.5,4.5,377.0
185,0.059433429025485845,0.36707894827919346,1.2128160111565487,92.0,39.0,118.5,379.0
186,0.16298794190109922,0.4839387937333491,1.409097505000448,119.0,62.0,13.5,382.0
187,0.1825174769832992,0.6064166820252356,1.4132630602385945,102.5,48.0,1.5,384.0
188,-0.004094047496568602,0.09573843166504463,1.0760207722401975,37.5,13.0,3.0,385.0
189,-0.008234273980911321,0.3697079318918804,1.0582134622734511,98.0,50.0,8.5,386.0
190,0.01599637837549444,0.04100449480862314,1.1016464356167677,35.0,16.5,15.0,387.0
191,8.872265580370799e-05,-0.038789119639245216,1.0494907689414468,11.5,3.0,2.0,388.0
192,1.0354021537369398,1.0060398731178608,3.218666842165734,120.0,63.0,18.0,392.0
193,0.08684531076764296,0.479243833281747,1.2379418549379801,58.0,4.0,79.0,393.0
194,0.05221074933552568,0.03997387207860199,1.1742682097738684,2.0,127.5,100.0,395.0
195,0.01980666265473399,0.289671381524433,1.1480400025165431,94.0,40.5,123.0,396.0
196,0.08277648888272225,0.4773116669201769,1.2292145354407922,127.0,76.0,28.5,398.0
197,0.07800703674499804,-0.11952171873848906,1.1878047662926678,63.0,39.5,36.5,402.0
198,0.007814452827708202,0.09638143110051,1.099744299168953,14.0,120.0,108.5,403.0
199,-0.023870557029634386,0.29529227780059014,1.047647805184606,77.0,22.0,102.0,404.0
200,0.017314669102240852,0.3662325845923308,1.1174442488827425,125.0,72.5,27.0,405.0
201,0.401025690725383,0.693268343419931,1.880247706361702,91.5,37.5,116.0,406.0
202,0.17195339937205026,-0.11799030133165854,1.390795585305388,69.0,90.5,76.5,408.0
203,0.33921108628340924,0.6498149133434649,1.753799866698473,107.5,53.5,7.0,411.0
204,0.08009976294196386,0.3486448672972972,1.2658107080574517,104.5,50.0,1.5,412.0
205,0.1636916254501757,-0.11971944012075211,1.3713706560357397,1.5,1.5,0.0,413.0
206,0.18496793793380298,0.5551491801774697,1.4354331193081766,22.0,91.0,41.0,415.0
207,0.2066821555243799,0.4442538062155978,1.5219479985033606,107.0,53.5,8.0,417.0
208,1.00206441797892,1.0979045957068405,3.1113969485680686,116.0,60.5,14.5,420.0
209,0.6299629727283067,1.058333592914367,2.279562375013962,107.5,54.5,11.5,421.0
210,0.01216827257887468,0.3636426710552818,1.106372271153596,86.5,38.5,123.0,422.0
211,0.07423195384733622,0.07448106723834023,1.229186355633607,30.5,14.0,9.5,425.0
212,0.05073170809689069,0.11233719562376354,1.1905366659558878,20.0,121.5,112.5,426.0
213,0.44584670548624733,0.7456645598350776,1.963899048608837,121.5,66.5,19.5,427.0
214,0.026636162076262074,0.4153875273033797,1.1228504019344798,107.5,55.5,7.5,428.0
215,0.17105406811341423,0.5383777426313093,1.409565612893594,110.0,55.5,9.0,429.0
216,0.05957085543104756,-0.1197935037253022,1.1512189490309632,65.5,39.0,28.0,432.0
217,0.09441980882262294,-0.1790379441485319,1.2445007244241644,115.5,69.5,43.5,433.0
218,0.35960713506864506,0.6165437583683728,1.8115084758934545,29.5,101.0,51.0,434.0
219,0.3591712413537623,0.7728842600168853,1.7586374616865939,75.0,22.0,114.0,435.0
220,0.1216948493258816,0.4822334410774649,1.3157507706085485,117.5,63.0,20.5,438.0
221,0.23125448776120605,0.4694168817361654,1.5686218754657468,103.5,51.0,2.5,440.0
222,0.004183201102220802,0.38427946582645145,1.081768599336517,114.0,59.5,18.5,442.0
223,0.44584670548624733,0.7456645598350776,1.963899048608837,121.5,66.5,19.5,445.0
224,0.30007046034305346,0.7153787733017883,1.6438537621636224,88.0,35.0,117.0,446.0
225,0.4342439422334895,0.7387467642523664,1.9405165254014385,61.0,8.5,86.5,447.0
226,0.006909134349429362,0.31507860524813863,1.111257636090741,90.5,40.5,126.5,449.0
227,0.2607552184545761,0.6616072843281606,1.5724677707622423,101.5,49.5,2.5,450.0
228,0.11139137531702684,0.16335691787900405,1.3309672598879099,29.0,9.5,8.0,454.0
229,0.06558823299429874,0.05387708757984538,1.2061426536828201,31.5,10.5,4.5,455.0
230,0.07681836122250742,0.4632798442230506,1.2206442637520527,108.5,56.0,12.5,458.0
231,1.2441278885931397,1.6483360183611389,3.4797693432133303,104.0,53.5,18.5,464.0
232,0.4146067547089689,0.7469398853030637,1.8936166282501226,15.5,92.5,52.5,466.0
233,0.030377934360445485,0.1658222277008114,1.1631090044814365,32.5,18.0,7.5,468.0
234,0.38066055297014884,0.7166492744105234,1.8266020813429236,46.0,120.0,78.0,469.0
235,0.006939316160177872,0.2795363587770525,1.1224301766524591,75.0,22.0,102.0,472.0
236,0.04972102331071817,-0.05505348344365016,1.1456725044083036,7.0,4.5,4.0,474.0
237,0.002141273691766379,-0.02395335745684938,1.0572541797810193,20.5,10.5,10.5,475.0
238,0.04006521261527142,0.41887581610401364,1.1518794493647195,10.0,84.5,41.5,476.0
239,0.9737181150068074,1.048771140661631,3.0618023265746954,98.5,43.0,126.0,477.0
240,0.35960713506864506,0.6165437583683728,1.8115084758934545,29.5,101.0,51.0,482.0
241,-0.020984251896358868,0.3619382987935889,1.0323150969501742,96.5,45.0,0.0,483.0
242,-0.021687891959160554,0.33409825637382057,1.0399487177103879,82.5,33.5,121.0,484.0
243,0.005126615198840985,0.38706699933678523,1.0831399224567333,87.0,36.5,122.5,487.0
244,0.07729356073332538,0.07854782245211156,1.236499308313433,23.5,7.0,4.0,488.0
245,0.11732177340823838,0.00898299601032726,1.3038426951028128,17.5,5.0,8.0,489.0
246,0.19100577298056512,-0.04837215132687978,1.449813389848724,33.5,13.0,12.0,490.0
247,0.14943548584869268,0.5309582242373325,1.362474387144515,101.0,51.0,10.0,492.0
248,0.07085147776778206,0.5077875092208632,1.1926149773289507,27.5,102.5,56.5,495.0
249,0.24293366098122568,0.408689864036283,1.6152416525580386,104.0,48.0,1.0,498.0
250,0.922533269126522,1.0307489150374125,2.9532995513519857,116.0,60.5,18.5,499.0
251,0.25048484359970746,-0.20555246739095,1.5452186840138193,71.0,38.5,23.5,500.0
252,0.08546325945091207,0.014729989609198439,1.237956019820295,27.0,13.0,14.5,501.0
253,0.016182395671689834,-0.0224138064127774,1.0858760307479158,113.0,100.0,101.0,505.0
254,-0.007445004232592667,0.37176646912315886,1.0597029668094393,9.5,88.0,42.5,506.0
255,0.23245833064664292,-0.03425237756725229,1.5480136400521078,35.5,22.5,28.0,508.0
256,0.014165899224305915,0.4039965310241926,1.0981767431477776,104.0,48.0,127.0,509.0
257,0.2766007241158612,0.6394851838371978,1.6155920493337472,105.0,55.5,17.5,510.0
258,0.022686968227552125,0.1815917381409869,1.1518164138546003,10.5,15.0,0.5,514.0
259,0.10094164136214447,0.0416950953984661,1.2771032773722157,18.0,1.0,2.0,515.0
260,0.08820773383003887,-0.12658818175014594,1.208274890346199,100.5,69.5,57.5,516.0
261,0.019669705733255417,-0.030761585870486448,1.0907686476761191,116.5,109.0,105.0,519.0
262,0.15614201252335722,-0.09125440346341256,1.3623255536120698,18.0,7.0,13.5,520.0
263,0.06965768649831328,0.019658688310249105,1.2061506614495907,12.5,1.5,7.0,521.0
264,0.15285588610722226,0.003249132962458198,1.3793306000310623,6.5,118.5,121.0,523.0
265,0.3807714715744785,0.6374598223635929,1.852608578308827,113.5,58.5,12.0,524.0
266,0.10197031737587726,0.10316109320923833,1.2951983469119,54.0,37.5,34.0,525.0
267,0.6382839592284911,0.6433713095824554,2.435621776162097,121.5,64.0,17.5,526.0
268,0.004502023344008119,0.30678580541391065,1.1082443843777234,87.0,37.0,118.5,528.0
269,0.10562730993650661,0.3840303042364151,1.312462376173172,89.0,34.5,113.0,533.0
270,0.02772274404910112,0.10360909400617375,1.1415343568629694,26.0,2.0,1.5,534.0
271,0.015652159004209448,-0.024939848959029527,1.0838728200480434,120.5,107.5,108.0,535.0
272,0.4440692943265204,0.7475135810045999,1.95997593471151,31.0,104.5,54.0,537.0
273,0.18184757501561952,-0.09412755970600215,1.4177352558224927,34.5,20.5,22.0,538.0
274,0.3619788324869665,0.7738047962059242,1.7643550042308422,115.0,59.5,15.0,540.0
275,0.24080580906575022,0.537476310524386,1.5675518121398224,108.0,52.0,5.5,541.0
276,0.15004338141710843,-0.15211021378525308,1.334489490418877,16.5,0.0,0.0,545.0
277,0.3169966471827078,0.6074062832090681,1.717517047059052,2.5,75.5,27.0,547.0
278,0.7634941900215255,0.8900171434692281,2.636896045548031,114.5,58.0,11.0,549.0
279,0.1063257911516976,0.4684117534062455,1.2857433486842595,21.0,95.5,43.5,550.0
280,-0.02896660353103546,0.0026972578676839887,1.0043321584390892,63.0,50.5,47.5,552.0
281,1.6259610162915314,1.9873824135474087,4.232860392976848,115.5,65.0,25.5,553.0
282,0.18047712926899145,0.5368982064266569,1.4311442434219435,118.5,68.5,28.5,554.0
283,0.11219550973251619,0.4709603946556994,1.2980513852629132,43.5,118.5,73.0,555.0
284,0.6649850080277647,0.6922949099460285,2.479698169255905,41.5,114.5,70.0,556.0
285,-0.008253474575225123,0.1098224345550206,1.0715449914939719,14.0,119.0,108.5,558.0
286,0.01655902523343391,0.39670831775368126,1.1084402512546156,93.0,43.5,4.5,561.0
287,0.012838553300370913,-0.018704117271074162,1.0794371070748512,22.0,9.0,8.5,562.0
288,-0.013512083085197898,0.09663696249570523,1.0579631420006492,35.0,10.5,6.0,563.0
289,0.13661137660771774,-0.09390718389973574,1.3195725825793774,34.0,13.5,14.5,564.0
290,0.44861000413593993,0.8120627334258579,1.9490618282830992,119.0,67.0,30.5,569.0
291,0.22567328832181036,0.4346266579175471,1.5674947841299374,118.0,59.5,11.5,572.0
292,0.6702635197073875,0.7328260375896878,2.482489351793771,112.0,52.0,7.5,573.0
293,0.05365935841167136,0.31712886174561167,1.2161959563771918,85.5,35.5,117.0,574.0
294,0.24293366098122568,0.408689864036283,1.6152416525580386,104.0,48.0,1.0,577.0
295,0.3329456652778103,0.646097958304444,1.7415353388545287,125.5,71.5,25.0,580.0
296,0.5084438206440881,0.8809157726205727,2.0618389412215845,120.5,67.5,29.0,582.0
297,0.18326208997224339,0.5043996588028741,1.4483222286776616,103.0,50.5,4.0,584.0
298,0.015652159004209448,-0.024939848959029527,1.0838728200480434,120.5,107.5,108.0,588.0
299,0.09561040566176696,0.16567481567808015,1.2980577118867394,3.0,117.5,90.0,590.0
300,0.05449971881658127,-0.020140545509442765,1.1646746978273455,57.0,72.5,63.0,592.0
301,0.3416735875355252,0.6496691519717406,1.7596529498662663,102.5,47.5,0.5,594.0
302,1.585024018573152,1.6165602613716004,4.261822280920392,104.5,49.5,5.5,595.0
303,0.24984494411429276,0.6142839721343543,1.563074552192493,102.0,49.5,9.5,596.0
304,0.15359858608951943,0.013023443300392712,1.3828554080896827,25.0,12.0,17.5,597.0
305,0.29754828388128984,0.6721981352868063,1.6523634182802607,7.5,85.0,41.0,598.0
306,0.045533216154941936,-0.004189937367655285,1.1498082568385162,60.5,83.0,68.5,599.0
307,0.3981617788894472,0.6807430638309638,1.8771237108052117,97.5,42.5,123.0,600.0
308,0.5842448340531762,0.7383435327038723,2.28236817650289,113.5,57.0,10.0,602.0
309,0.12573118980899,-0.08694817389731223,1.2977272660588974,31.5,14.5,9.5,603.0
310,0.5094228637250064,0.7086509216143387,2.1205298682497338,104.5,49.5,2.0,604.0
311,0.17947120071874334,-0.16796214596879352,1.3948997606830233,22.0,119.5,116.0,608.0
312,-0.03998034297959131,0.28885366393240197,1.0136069189447106,77.0,31.0,118.5,612.0
313,0.009755748654085947,0.2875511562822834,1.1260842671407751,124.5,70.0,20.5,613.0
314,0.24770130245767233,0.5642798971924151,1.5748032028903287,54.5,0.5,85.5,615.0
315,0.05408294860918117,0.07853105156542634,1.1888536295248346,6.0,115.5,107.5,618.0
316,-0.0011274682116784204,0.3785530426795433,1.0717401668880246,108.5,56.0,16.0,619.0
317,1.05990069808382,0.9982537682334014,3.2752115738388587,68.5,14.0,92.0,624.0
318,0.11459378564665373,-0.021873053508638343,1.2902835027780837,25.0,9.0,8.0,626.0
319,0.6433253346136999,0.849273317454208,2.3784571802497614,75.5,22.5,108.5,629.0
320,0.07707248751455446,0.34582350813197926,1.2595895972523719,97.0,42.0,123.0,632.0
321,0.32953563247669443,0.6186120566560814,1.7428047247674194,23.0,96.0,47.0,633.0
322,0.005562621322767971,0.006687052551449339,1.071877370427655,13.5,5.0,6.5,634.0
323,0.011162779811800291,0.38993910789923086,1.0959967236618504,110.0,63.0,23.0,635.0
324,0.6167542414905279,0.9674309950485779,2.2783685031639864,41.0,116.0,75.0,637.0
325,0.04872223297354625,0.31319545558393413,1.2067087587580252,92.0,43.0,123.0,639.0
326,0.1975911486131851,0.5767858457641922,1.4579578707222305,118.5,66.5,26.0,640.0
327,0.4468510373033659,0.6591467969102632,1.9954318442696442,109.5,53.0,3.0,641.0
328,0.4357084033942272,0.8436578730749413,1.9098271940371718,13.0,88.5,43.0,643.0
329,-0.020282358484921905,0.3279595103463065,1.0446161001145824,13.5,91.5,48.5,645.0
330,1.0514829549108453,1.4101323358395872,3.1207491427686427,19.5,95.5,55.0,646.0
331,0.01216827257887468,0.3636426710552818,1.106372271153596,86.5,38.5,123.0,647.0
332,0.026538321655504772,-0.10840121585888599,1.0865819631953673,21.5,117.0,112.0,650.0
333,0.3500677358907516,0.6335608856813661,1.7838029703151517,24.5,99.0,47.0,652.0
334,0.08122986763613964,0.10599519696108126,1.2524795628862961,12.0,114.0,102.0,653.0
335,0.7122120930362745,0.9276239934496676,2.509656115283389,106.5,51.0,7.0,654.0
336,-0.014620215865020896,-0.10284172172137318,1.0054570287176956,44.5,20.5,14.0,655.0
337,0.03349536583417241,0.409102486212987,1.1399770556871942,108.0,56.5,14.5,656.0
338,0.017314669102240852,0.3662325845923308,1.1174442488827425,125.0,72.5,27.0,659.0
339,0.015533553340561302,0.37338971142375216,1.1114834529835724,95.0,44.5,4.0,660.0
340,0.18004472445379174,0.5999836178271257,1.410000349709891,103.0,50.0,3.0,662.0
341,0.1322832343905787,0.45734883071741894,1.3482181683157655,116.0,55.5,9.0,667.0
342,0.05430676195828114,0.43561090695873234,1.178434796386371,96.5,47.0,2.5,669.0
343,0.031115517313728927,0.4711036348876925,1.1137295765093627,0.5,79.5,37.5,670.0
344,0.09157563071581966,-0.005772312261193146,1.2451327016458962,18.0,12.0,116.5,672.0
345,0.10197031737587726,0.10316109320923833,1.2951983469119,54.0,37.5,34.0,674.0
346,0.00041244975913185705,-0.04270592558515436,1.0490004872798575,1.5,1.0,0.5,675.0
347,0.28422965407077844,0.5205957366567381,1.6719205929442535,114.0,57.0,8.5,676.0
348,0.12355371239440463,0.15816433044829997,1.3554082237356029,126.0,108.0,96.0,677.0
349,0.04164519729781036,-0.03787908350488342,1.134607403736901,17.0,12.5,23.0,678.0
350,0.21084636165193052,0.6430784609227959,1.4651121055578282,105.5,54.5,10.5,681.0
351,0.32789706521611417,0.6102978903411925,1.7417345531389647,108.5,50.5,1.0,684.0
